Mon Mar 20 16:43:06 2023    profile_results_base.prof

         45452990 function calls (44306479 primitive calls) in 47.028 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2297    0.002    0.000    0.011    0.000 training.py:882(distribute_strategy)
      459    0.007    0.000    0.011    0.000 {pandas._libs.lib.map_infer}
     4134    0.009    0.000    0.011    0.000 managers.py:1992(<listcomp>)
    16524    0.006    0.000    0.011    0.000 expr.py:173(<lambda>)
    34634    0.011    0.000    0.011    0.000 {method 'acquire' of '_thread.lock' objects}
     2755    0.002    0.000    0.011    0.000 ops.py:1121(_numpy)
      918    0.009    0.000    0.010    0.000 concat.py:617(_is_uniform_reindex)
      919    0.002    0.000    0.010    0.000 monitoring.py:359(get_cell)
      920    0.000    0.000    0.010    0.000 dtypes.py:199(<genexpr>)
      918    0.004    0.000    0.010    0.000 options.py:390(_to_proto)
     3690    0.004    0.000    0.010    0.000 frame.py:797(shape)
      459    0.001    0.000    0.010    0.000 cast.py:111(maybe_convert_platform)
     1377    0.010    0.000    0.010    0.000 frame.py:5758(<listcomp>)
     1377    0.003    0.000    0.010    0.000 function_utils.py:85(get_func_name)
     7352    0.010    0.000    0.010    0.000 tensor_shape.py:1372(<listcomp>)
     1377    0.003    0.000    0.010    0.000 data_adapter.py:217(can_handle)
    22974    0.007    0.000    0.010    0.000 typing_extensions.py:414(<genexpr>)
     5967    0.003    0.000    0.010    0.000 dispatch.py:11(should_extension_dispatch)
     2759    0.003    0.000    0.010    0.000 ops.py:1254(shape)
    11024    0.005    0.000    0.010    0.000 nest.py:138(_sorted)
     5522    0.004    0.000    0.010    0.000 ops.py:6381(_get_graph_from_inputs)
     7346    0.010    0.000    0.010    0.000 {built-in method numpy.zeros}
    26647    0.010    0.000    0.010    0.000 {built-in method numpy.asanyarray}
    28941    0.006    0.000    0.010    0.000 inference.py:288(<genexpr>)
    46930    0.010    0.000    0.010    0.000 blocks.py:344(dtype)
    61965    0.010    0.000    0.010    0.000 multi.py:950(codes)
    11036    0.007    0.000    0.010    0.000 control_flow_util.py:78(IsInWhileLoop)
     5517    0.010    0.000    0.010    0.000 {pandas._libs.algos.take_2d_axis0_int64_int64}
     1377    0.002    0.000    0.010    0.000 common.py:254(index_labels_to_array)
    31212    0.008    0.000    0.010    0.000 multi.py:915(nlevels)
      918    0.001    0.000    0.010    0.000 data_adapter.py:1341(catch_stop_iteration)
     2756    0.006    0.000    0.010    0.000 generic.py:510(_construct_axes_from_arguments)
     1379    0.002    0.000    0.010    0.000 conversion.py:222(cache_allowlisted)
      918    0.001    0.000    0.010    0.000 apply.py:447(<listcomp>)
    12406    0.010    0.000    0.010    0.000 {method 'reshape' of 'numpy.ndarray' objects}
     3211    0.002    0.000    0.010    0.000 type_spec.py:549(<listcomp>)
     2295    0.004    0.000    0.010    0.000 context.py:2084(__exit__)
     1380    0.003    0.000    0.010    0.000 base_layer.py:1249(trainable_weights)
    34488    0.010    0.000    0.010    0.000 lock_util.py:109(_validate_group_id)
     3223    0.006    0.000    0.010    0.000 os.py:676(__getitem__)
     4134    0.007    0.000    0.010    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.010    0.010 notebook.py:206(__init__)
    10119    0.004    0.000    0.010    0.000 managers.py:918(<genexpr>)
    19437    0.010    0.000    0.010    0.000 {built-in method builtins.max}
    11030    0.004    0.000    0.010    0.000 ag_ctx.py:28(_control_ctx)
    19150    0.010    0.000    0.010    0.000 {method 'copy' of 'dict' objects}
      459    0.001    0.000    0.009    0.000 nest.py:1354(map_structure_up_to)
     2298    0.009    0.000    0.009    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.SetAttr}
      459    0.001    0.000    0.009    0.000 data_adapter.py:1338(sync)
      920    0.002    0.000    0.009    0.000 function_spec.py:456(_convert_numpy_inputs)
5787/4894    0.002    0.000    0.009    0.000 traitlets.py:689(__get__)
     5049    0.005    0.000    0.009    0.000 inference.py:359(is_sequence)
    20655    0.009    0.000    0.009    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      118    0.001    0.000    0.009    0.000 session.py:687(serialize)
    17022    0.007    0.000    0.009    0.000 base.py:725(is_)
     1379    0.003    0.000    0.009    0.000 lock_util.py:52(__init__)
     2295    0.009    0.000    0.009    0.000 {built-in method _operator.sub}
     1956    0.002    0.000    0.009    0.000 <__array_function__ internals>:2(where)
      918    0.001    0.000    0.009    0.000 data_adapter.py:260(<genexpr>)
     1836    0.003    0.000    0.009    0.000 ops.py:269(get_out_dtype)
     1839    0.006    0.000    0.009    0.000 inspect.py:2750(__init__)
     2755    0.009    0.000    0.009    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
     2757    0.003    0.000    0.009    0.000 ag_ctx.py:76(__exit__)
      918    0.009    0.000    0.009    0.000 fromnumeric.py:842(_sort_dispatcher)
      459    0.009    0.000    0.009    0.000 {method 'unique' of 'pandas._libs.hashtable.Int64HashTable' objects}
    16524    0.009    0.000    0.009    0.000 __init__.py:900(__init__)
      918    0.002    0.000    0.009    0.000 construction.py:445(<listcomp>)
      461    0.001    0.000    0.009    0.000 distribute_lib.py:3613(__enter__)
     4590    0.003    0.000    0.009    0.000 series.py:810(__array__)
      459    0.002    0.000    0.009    0.000 nest.py:177(map_structure)
     9201    0.006    0.000    0.009    0.000 generic.py:562(_get_block_manager_axis)
     1836    0.003    0.000    0.009    0.000 function.py:2060(captured_inputs)
      459    0.002    0.000    0.009    0.000 context.py:2693(async_wait)
     3672    0.003    0.000    0.009    0.000 generic.py:1663(<genexpr>)
     8262    0.004    0.000    0.009    0.000 base.py:1771(_get_level_values)
     1378    0.001    0.000    0.009    0.000 type_dispatch.py:49(add_target)
      460    0.002    0.000    0.009    0.000 base.py:1532(set_names)
        1    0.000    0.000    0.009    0.009 __autograph_generated_fileui9eapse.py:8(tf__predict_function)
     2756    0.004    0.000    0.009    0.000 tf_logging.py:206(vlog)
     7816    0.009    0.000    0.009    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNamedtuple}
    59363    0.008    0.000    0.008    0.000 {method 'items' of 'dict' objects}
     5066    0.002    0.000    0.008    0.000 dtypes.py:228(__ne__)
     6436    0.004    0.000    0.008    0.000 training.py:344(<genexpr>)
      459    0.003    0.000    0.008    0.000 nest.py:1435(map_structure_with_tuple_paths_up_to)
    11500    0.005    0.000    0.008    0.000 threading.py:255(_is_owned)
7803/6426    0.005    0.000    0.008    0.000 dataset_ops.py:4396(element_spec)
    16983    0.005    0.000    0.008    0.000 ops.py:142(is_scalar)
        1    0.000    0.000    0.008    0.008 training.py:2011(step_function)
     3672    0.004    0.000    0.008    0.000 managers.py:1560(from_blocks)
    57025    0.008    0.000    0.008    0.000 {method 'update' of 'set' objects}
     1836    0.003    0.000    0.008    0.000 ops.py:176(get_cython_func_and_vals)
      918    0.001    0.000    0.008    0.000 concat.py:574(<listcomp>)
    17933    0.006    0.000    0.008    0.000 op_def_library.py:101(_IsListValue)
        2    0.000    0.000    0.008    0.004 readers.py:491(read_csv)
     8264    0.006    0.000    0.008    0.000 function_cache.py:117(__hash__)
     1836    0.002    0.000    0.008    0.000 multi.py:3566(_get_reconciled_name_object)
      460    0.002    0.000    0.008    0.000 tensor_shape.py:1175(most_specific_common_supertype)
        2    0.000    0.000    0.008    0.004 readers.py:467(_read)
     1378    0.003    0.000    0.008    0.000 auto_control_deps.py:268(__enter__)
      460    0.001    0.000    0.008    0.000 training.py:3229(layers)
      459    0.001    0.000    0.008    0.000 nest.py:1704(list_to_tuple)
     4140    0.005    0.000    0.008    0.000 conversion.py:42(_is_known_loaded_type)
     1836    0.002    0.000    0.008    0.000 common.py:1393(is_1d_only_ea_obj)
      459    0.002    0.000    0.008    0.000 tf_utils.py:625(_to_single_numpy_or_python_type)
    21839    0.008    0.000    0.008    0.000 {method 'update' of 'dict' objects}
     6069    0.006    0.000    0.008    0.000 cast.py:2156(can_hold_element)
     1378    0.003    0.000    0.008    0.000 base.py:1503(_set_names)
     3672    0.003    0.000    0.008    0.000 <__array_function__ internals>:2(putmask)
5282/4611    0.002    0.000    0.008    0.000 traitlets.py:651(get)
    14692    0.008    0.000    0.008    0.000 {built-in method numpy.seterrobj}
      920    0.001    0.000    0.008    0.000 managers.py:1770(<listcomp>)
     1855    0.003    0.000    0.008    0.000 range.py:179(_data)
    12852    0.005    0.000    0.008    0.000 generic.py:631(_info_axis)
     5967    0.004    0.000    0.008    0.000 generic.py:3860(_check_setitem_copy)
     1378    0.003    0.000    0.008    0.000 math_ops.py:937(cast)
     5522    0.008    0.000    0.008    0.000 op_def_library.py:384(_CheckOpDeprecation)
     2755    0.003    0.000    0.008    0.000 object_identity.py:138(__getitem__)
      918    0.001    0.000    0.007    0.000 <__array_function__ internals>:2(tile)
    63984    0.007    0.000    0.007    0.000 numeric.py:296(_is_all_dates)
    44982    0.007    0.000    0.007    0.000 {method '__contains__' of 'frozenset' objects}
     4134    0.007    0.000    0.007    0.000 ops.py:4089(get_operations)
      918    0.007    0.000    0.007    0.000 {pandas._libs.algos.groupsort_indexer}
    10098    0.007    0.000    0.007    0.000 function_base.py:4563(_insert_dispatcher)
    24327    0.007    0.000    0.007    0.000 {method 'view' of 'numpy.ndarray' objects}
     6895    0.006    0.000    0.007    0.000 ops.py:4299(get_collection_ref)
     1836    0.003    0.000    0.007    0.000 aggregation.py:211(_managle_lambda_list)
     1378    0.002    0.000    0.007    0.000 variable_scope.py:1466(get_variable_scope)
   553/11    0.000    0.000    0.007    0.001 converter.py:306(visit)
     4131    0.005    0.000    0.007    0.000 expr.py:757(__init__)
        1    0.000    0.000    0.007    0.007 distribute_lib.py:1200(run)
      918    0.001    0.000    0.007    0.000 concat.py:348(dtype)
        1    0.000    0.000    0.007    0.007 distribute_lib.py:2843(call_for_each_replica)
     1841    0.006    0.000    0.007    0.000 managers.py:1950(_stack_arrays)
    43688    0.007    0.000    0.007    0.000 ops.py:459(dtype)
        1    0.000    0.000    0.007    0.007 distribute_lib.py:3690(_call_for_each_replica)
      920    0.003    0.000    0.007    0.000 construction.py:560(_homogenize)
      459    0.002    0.000    0.007    0.000 function.py:2205(_build_call_outputs)
    11507    0.005    0.000    0.007    0.000 ops.py:464(graph)
        1    0.000    0.000    0.007    0.007 training.py:2014(run_step)
     3672    0.003    0.000    0.007    0.000 fromnumeric.py:1718(ravel)
    11496    0.007    0.000    0.007    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_OperationNumOutputs}
     2295    0.004    0.000    0.007    0.000 context.py:1020(device)
    21118    0.006    0.000    0.007    0.000 base.py:484(<genexpr>)
     1849    0.003    0.000    0.007    0.000 missing.py:480(_array_equivalent_object)
     1855    0.001    0.000    0.007    0.000 base_layer.py:3171(_flatten_layers)
     1836    0.003    0.000    0.007    0.000 grouper.py:911(_convert_grouper)
    21153    0.005    0.000    0.007    0.000 ops.py:3795(<genexpr>)
      922    0.001    0.000    0.007    0.000 variable_scope.py:2860(variable_creator_scope)
     5522    0.007    0.000    0.007    0.000 op_def_library.py:792(<listcomp>)
    14262    0.005    0.000    0.007    0.000 ops.py:3335(_variable_creator_stack)
     9662    0.007    0.000    0.007    0.000 ops.py:4128(_get_operation_by_name_unsafe)
      920    0.002    0.000    0.007    0.000 construction.py:457(<listcomp>)
     2760    0.004    0.000    0.007    0.000 base_layer.py:3154(_gather_children_attribute)
     2295    0.002    0.000    0.007    0.000 numeric.py:102(_can_hold_na)
     1378    0.003    0.000    0.007    0.000 monitoring.py:484(__exit__)
      459    0.003    0.000    0.007    0.000 concat.py:78(concat_compat)
     1856    0.001    0.000    0.007    0.000 concat.py:607(<genexpr>)
    24786    0.007    0.000    0.007    0.000 expr.py:69(_replace_booleans)
        2    0.000    0.000    0.007    0.003 readers.py:1045(read)
     2754    0.006    0.000    0.007    0.000 sorting.py:130(_int64_cut_off)
      459    0.001    0.000    0.007    0.000 data_adapter.py:584(can_handle)
     1380    0.001    0.000    0.007    0.000 conversion.py:214(is_in_allowlist_cache)
     1378    0.001    0.000    0.007    0.000 ops.py:1746(convert_to_tensor_or_composite)
     9180    0.007    0.000    0.007    0.000 numerictypes.py:651(<listcomp>)
    11036    0.005    0.000    0.007    0.000 registry.py:73(list)
     1845    0.007    0.000    0.007    0.000 {pandas._libs.algos.take_2d_axis1_object_object}
    11934    0.005    0.000    0.007    0.000 tensor_shape.py:866(__len__)
      472    0.001    0.000    0.006    0.000 session.py:97(json_packer)
    45003    0.006    0.000    0.006    0.000 {pandas._libs.lib.item_from_zerodim}
      460    0.001    0.000    0.006    0.000 numeric.py:134(__new__)
     2763    0.006    0.000    0.006    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
      918    0.003    0.000    0.006    0.000 concat.py:339(needs_filling)
     4615    0.003    0.000    0.006    0.000 base_layer.py:3178(_flatten_modules)
      459    0.001    0.000    0.006    0.000 dataset_ops.py:4569(_to_tensor_list)
    22992    0.006    0.000    0.006    0.000 lock_util.py:107(<genexpr>)
      918    0.003    0.000    0.006    0.000 ops.py:1667(internal_convert_n_to_tensor)
     1379    0.003    0.000    0.006    0.000 config_lib.py:58(get_action)
     7808    0.004    0.000    0.006    0.000 tensor_conversion_registry.py:112(get)
     1838    0.006    0.000    0.006    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_GraphSetTensorShape_wrapper}
    55649    0.006    0.000    0.006    0.000 {method 'keys' of 'dict' objects}
     6887    0.004    0.000    0.006    0.000 structure.py:298(<listcomp>)
    51408    0.006    0.000    0.006    0.000 {built-in method builtins.hex}
      918    0.002    0.000    0.006    0.000 nest.py:106(_packed_nest_with_indices)
    20562    0.006    0.000    0.006    0.000 {method 'pop' of 'list' objects}
     3214    0.005    0.000    0.006    0.000 func_graph.py:155(get_snapshot)
     2295    0.006    0.000    0.006    0.000 {built-in method _operator.truediv}
     1379    0.003    0.000    0.006    0.000 ops.py:4364(get_all_collection_keys)
     2754    0.002    0.000    0.006    0.000 nest.py:84(assert_same_structure)
     2295    0.003    0.000    0.006    0.000 sorting.py:143(<listcomp>)
